Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price to earnings ratio forward,"Return on invested capital %, Trailing 12 months","Return on capital employed %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Current ratio, Quarterly","Gross margin %, Annual","Operating margin %, Annual","Net margin %, Annual","Interest coverage, Annual","Debt to equity ratio, Quarterly","EBITDA interest coverage, Annual",Country or region of registration,"Free cash flow margin %, Annual","Free cash flow, Annual","Free cash flow, Annual - Currency","Performance %, Year to date","Performance %, 6 months","Performance %, 1 year","Performance %, 5 years",Price,Price - Currency,"Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Relative strength index, 14, 1 day",Sector,Industry,"Altman Z-score, Trailing 12 months","Piotroski F-score, Trailing 12 months",ISIN
AJAXENGG,Ajax Engineering Ltd.,680602875.0139999,USD,28.549772612430523,,,,,,,19.2889827860342,12.1487992839127,10.7082538856629,925.4818840579711,,963.0688405797102,India,17.069996865691305,38377497.79,USD,-5.049995798672374,17.708333333333332,-20.779584969153117,-1.9097222222222223,565,INR,566.2340701406326,563.7727108968752,46.00558221930662,Producer manufacturing,Trucks/Construction/Farm machinery,,,INE274Y01021
002487,"Dajin Heavy Industry Co., Ltd. Class A",680602542.950387,USD,21.289157802283597,,13.784714911688,14.83999083785271,9.83041230145252,16.1266103709543,2.00210576614646,30.813798324289,18.9539527904219,17.90014601677,26.81906987278091,0.274802123823291,30.798801872498135,China,-15.67388970268883,-138110709.59440002,USD,-15.804708606715549,-29.50395863629019,34.08113091579596,372.1861471861472,43.63,CNY,49.602412629078714,55.7360300189704,48.653893661000616,Producer manufacturing,Electrical products,6.79722518138553,8,CNE100000VV7
300532,New Trend International Logis-Tech Co. Ltd. Class A,680574180.70916,USD,20.749195200468247,,12.0411700337015,10.538395532259885,4.52337602254578,12.0411700337015,1.50377220979146,22.8299840218522,9.93257518487905,10.0357900879558,41.133676188998365,0.24215560627231303,45.40727350520149,China,3.4678815458026,11615997.5008,USD,-15.738454434894184,-20.208922346792036,-22.392415424113594,39.060079234197204,7.09,CNY,6.997934206240969,7.756949819872051,54.18543538439207,Technology services,Packaged software,2.13555651585106,3,CNE100002CM2
2172,MicroPort NeuroScientific Corporation,680490244.98,USD,26.006954505940303,19.201649812135262,10.4195602464273,14.882009699304035,8.85009053493203,10.4684365480623,6.00784507087422,73.464071966127,34.4114927202735,23.341425432299,170.3299915824331,0.00886767471099392,206.9561650812761,China,23.239209183088104,25592971.470599998,USD,-20.575221238938063,-25.20833333333334,-41.6829109811566,-63.663967611336034,8.975,HKD,9.391408140719546,10.442554542069123,44.80607655262713,Health technology,Medical specialties,14.6330943712594,7,KYG6083E1098
SCHST,"NORDESTE PROPERTIES SOCIMI, S.A.",680451484,USD,21.71113155473781,,9.64551447298342,,9.44546265035779,9.64551447298342,23.3081652185801,63.4825406382511,62.1184667947638,67.2508564610076,,0,,Spain,85.49147748330921,40552694.3583,USD,-2.479338842975198,-2.479338842975198,-2.479338842975198,-6.34920634920634,11.8,EUR,11.876987126381676,12.030576363328398,0,Finance,Real estate development,92.8860022372958,,ES0105790002
2820,China Bills Finance Corporation,680437740.739386,USD,10.675453047775946,,7.57433746956166,,0.788584059335327,7.58345940788599,0.0469965858270869,99.3871810746091,89.1973010278111,25.8052470564132,1.5690253755918675,8.34349466229603,1.5756580834547502,Taiwan,30.034607107251286,66612125.51999999,USD,-3.8575667655786474,-4.705882352941181,3.846153846153844,-2.1147977108639124,16.2,TWD,16.770997881349864,16.69430291582945,33.51727894199736,Finance,Investment banks/Brokers,-0.83580478774151,,TW0002820008
PVS,PetroVietnam Technical Services Corporation,680188739.624008,USD,8.789030578814941,,13.0905984461923,3.116757841934119,5.26694807353817,14.0586115676066,1.56053632927945,5.5585282492612,1.78025160493797,4.01541041637575,8.045014792313497,0.130470013037765,18.74932172672584,Vietnam,3.763116896109241,46786602.83064,USD,2.005730659025788,-18.906605922551254,-1.0596937577963241,43.74346378584308,35600,VND,36379.51826873985,37080.368970072865,51.229857257364614,Industrial services,Oilfield services/Equipment,1.80286004752335,7,VN000000PVS0
4369,Tri Chemical Laboratories Inc.,680178390.761976,USD,17.743183111231566,,16.5866053140991,16.77399996515675,14.3362267155125,18.1054871081448,4.68023270438955,37.4254134971586,24.7129035398351,23.0925745844093,39.20806983047244,0.16965958099317302,51.94588005526917,Japan,-10.430225462066915,-16092305.739999998,USD,19.115044247787612,-2.463768115942029,9.967320261437909,3.2208588957055215,3365,JPY,3386.3150086847922,3265.8600627147944,50.356632352840464,Producer manufacturing,Industrial conglomerates,8.28134951320575,4,JP3636000006
ANELE,Anel Elektrik Proje Taahhut ve Ticaret A.S.,680174183.3022,USD,,,-34.8960137951874,-9.020600694944852,-8.63560974899173,-44.3171372931416,0.894525034095539,4.24270054443565,-2.88409603794623,-5.99058100568812,-0.973953705971707,0.869212608044412,-0.8861106881895776,Turkey,2.1355990569310364,3906384.768,USD,664.5296584781306,679.4746487477091,508.1982840800762,5482.35296431189,127.6,TRY,106.24119265623757,60.928322679841564,58.56253081830945,Industrial services,Engineering & construction,0.174203033224471,5,TREAEPT00017
002522,"Zhejiang Zhongcheng Packing Material Co., Ltd Class A",680073929.135,USD,78.34101382488478,,2.46162437481053,1.2846435141097405,1.69469170637047,2.54723605660238,1.23787347532566,13.7455603017923,3.19999456892648,3.63372881116803,1.7196187421526634,0.36329285067136197,7.083983806826985,China,5.697568794715567,13059701.9344,USD,-9.413854351687394,-13.851351351351356,-3.4090909090909203,-26.300578034682086,5.1,CNY,5.564124590880271,5.768092646296438,46.97634486165593,Process industries,Containers/Packaging,3.72653318327711,7,CNE100000XL4
ADEN,ADENTRA Inc,679856792.1527,USD,10.392785781890842,9.876485024212881,6.31188948127068,9.213867826823305,4.55051679836063,10.1102781155599,1.84263349536994,18.3141078022787,4.5788715074162,3.04223688972313,2.1451989662352977,0.893096567830294,3.916121713782773,Canada,6.5478693080516015,149857195.532,USD,16.401648998822143,0.7904130545640038,21.70566502463056,-2.4432379072063224,39.53,CAD,36.05253545195883,34.99156211848785,64.8185315809765,Distribution services,Wholesale distributors,2.87506481635406,7,CA00686A1084
ALC,Algoma Central Corporation,679847467.0766,USD,5.662299509583264,11.54533597410753,11.6248369372064,6.170363174422986,9.03851229374069,17.6990629050563,0.693795143872197,17.3560158516588,10.5377265273515,18.7929666148089,2.8545292756718275,0.7317932037581371,5.913045025805304,Canada,-16.270550393137956,-90171549.6,USD,26.455026455026456,14.135625596943633,43.1995206710605,41.08618654073198,23.9,CAD,22.72136610685892,20.97136556739879,63.14610197197018,Transportation,Marine shipping,1.68636961691885,6,CA0156441077
002393,"Tianjin Lisheng Pharmaceutical Co., Ltd. Class A",679804742.09166,USD,11.016320474777448,,8.76983539827628,2.0656235134918646,7.30190439892468,8.78151593059493,4.52345125007732,53.0659833687677,6.79520549219607,30.1731637752582,32.696577293510735,0.0192568713530534,60.39462502793992,China,30.036238277990535,59241801.980000004,USD,-17.8801495311454,-17.46175287679306,-26.424411429403754,23.017751799572846,14.85,CNY,14.815021185347165,16.396347002110183,55.717089111158714,Health technology,Pharmaceuticals: major,5.34401834995398,9,CNE100000NJ9
002900,"Harbin Medisan Pharmaceutical Co., Ltd. Class A",679802524.44391,USD,,,-14.5227966747532,-13.925546824509377,-9.00657307410556,-16.3078776066011,0.880679243100377,30.962087100298,-44.8285362605038,-43.1659788867114,-13.506436957905745,0.603907125252971,-7.822921815911758,China,-32.3892311440639,-36431230.1848,USD,16.321656050955404,20.84367245657568,-6.525911708253368,-41.60671462829736,14.61,CNY,11.485424211998366,11.798730580615299,67.40350703316815,Health technology,Pharmaceuticals: major,1.48999468114732,3,CNE1000032V9
301115,"United Testing Inspection And Certification Technology Co., Ltd. Class A",679726967.29692,USD,,,-0.576606901562685,-1.0507508056476336,-0.396743348614231,-0.596621681807423,2.30396444568187,32.9162802177532,1.84081050431174,1.52937748411876,2.32078363697425,0.213865467136277,12.369249800525285,China,-4.316349999859187,-8687266.0456,USD,100.37783375314861,70.4338510980182,90.08363201911591,-2.242700529729661,31.82,CNY,27.478867378026482,23.33781831146628,62.02382786202125,Industrial services,Engineering & construction,2.71866500641903,3,CNE100005JL2
4432,WingArc1st Inc.,679494332.882688,USD,16.70717451542585,,13.146377375103,16.313462994880965,9.30573993413412,15.0683436916865,1.16884398713256,83.1218577493505,37.3156077182475,21.0051266135829,86.68535116956431,0.156164125849906,100.26408281536199,Japan,22.67104497722356,44942478.11,USD,-12.465373961218837,7.482993197278912,-15.845539280958722,63.22314049586777,3160,JPY,2787.80839509747,2901.968588209189,70.35414379246056,Technology services,Packaged software,3.40742227174178,6,JP3154360006
2506,"Xunfei Healthcare Technology Co., Ltd.",679487988.4156001,USD,,,-6.3106953557104,,-2.92784507684934,-7.03037916694761,1.41440976367679,50.4532821562569,-12.8051252851115,-7.08070990707033,-10.241783599303838,0.40300320329788003,-5.93758785752322,China,-9.991442449170107,-12736579.056599999,USD,-17.951959544879887,-28.287292817679553,-36.18485742379547,-27.688022284122557,64.9,HKD,72.07064163567686,81.36684051483967,37.66142927733075,Technology services,Information technology services,3.9704413661996,3,CNE100006MP5
300388,"Cecep Guozhen Environmental Protection Technology Co., Ltd.",679432567.6349,USD,12.495498739647102,,3.71377196261503,6.401189540444846,2.20371933365636,8.09252440987803,0.98087059110955,29.1801996407581,18.2157325851923,9.71422241829129,2.8576664185070046,2.00254978128533,5.143459464433996,China,-6.6242017245375635,-34710284.852800004,USD,-14.108910891089105,-16.88622754491017,-12.484237074401001,-4.407713498622582,6.94,CNY,6.966858397550021,7.640709416404286,54.72562837016877,Industrial services,Engineering & construction,0.868449866719936,7,CNE1000021R0
7943,Nichiha Corporation,679378103.684808,USD,25.12822195422342,,3.13296413383855,7.178493131578288,2.49455506230437,3.45538172406403,3.18032720169298,35.7388340058439,6.46653680256018,1.72881591762905,27.258064516129032,0.12996000979352001,42.96774193548387,Japan,2.965075831362182,26842076,USD,-3.8284839203675345,-15.36388140161725,0.8025682182985554,2.6143790849673203,3140,JPY,3079.1716297609587,3118.4988362594663,53.59413945078152,Non-energy minerals,Construction materials,3.55770929524465,,JP3662200009
HIFS,Hingham Institution for Savings,679147819.7584152,USD,10.375655348375535,,3.37272082440331,4.201300008112188,1.45799093128629,13.9128847408763,0.146523710508619,,69.78751150659711,52.30803160478674,,2.77173634568466,,United States,15.007920917559089,35526000,USD,9.160358844967755,3.77107069091878,29.824122697341004,2.910568568502429,311.5,USD,292.5155244471155,285.84547918499413,63.24137774659434,Finance,Savings banks,,,US4333231029
HAG,Hoang Anh Gia Lai Joint Stock Company,679072540.64942,USD,5.152001084387384,,22.5545164565724,12.077820733236425,12.5761115657362,26.7138778796223,1.18073701170615,36.1960491150563,28.1405339859632,28.5620350229267,2.692796840600474,0.54820033099496,3.584890720002792,Vietnam,-7.458896805331312,-21065895.308000002,USD,-19.08831908831909,-13.677811550151976,-11.25,170.47619047619048,14200,VND,14620.287800928221,15376.983289221891,45.742834458755475,Finance,Real estate development,1.80563372673958,4,VN000000HAG6
688570,Beijing Tianma Intelligent Control Technology Co. Ltd. Class A,678963634.28203,USD,118.18879508825788,,1.29084878062247,-0.24966032050480735,0.975620099617481,1.29481687763174,3.41873812666279,28.9617956267949,2.71651772695348,6.05584340193681,26.576814213736093,0.056028469852742104,57.61400005944344,China,10.521985026469821,24301505.924000002,USD,-16.34980988593156,-19.498170412963926,-30.941704035874437,-54.08467638387965,15.4,CNY,15.151331759462908,17.122364077421338,58.84756672974147,Producer manufacturing,Trucks/Construction/Farm machinery,4.37169728774191,5,CNE100006KL8
ORES,Investment AB Oresund,678047010.2678,USD,9.010728876331564,,13.0207655555762,,12.5309740846431,13.0470823825269,0.940734188412207,,2559.90122717749,2572.73271475606,9609.696629213484,0.0016752530893108,9653.842696629214,Sweden,469.1319964082611,16958943.400000002,USD,19.594594594594586,9.937888198757749,15.686274509803912,-17.770034843205572,141.6,SEK,139.87637335066654,135.49800976195928,58.39347447494779,Finance,Investment managers,,,SE0008321608
002846,"Guangdong Enpack Packaging Co., Ltd. Class A",677945700.79262,USD,124.45961319681454,27.349999999999998,1.99146911994452,3.080176354457492,0.997179685616784,2.61351664763945,0.756348619224461,12.0573966013316,3.17219757214119,1.55341068443536,1.411485731278044,1.22360039050429,4.0262344110151105,China,3.1880803313252244,10354755.7744,USD,-32.38566131025958,-29.09915748541802,-31.41065830721003,39.00889453621346,10.94,CNY,10.977329841536951,13.326835557805556,57.64107688778687,Producer manufacturing,Metal fabrication,2.22396198988377,8,CNE100002K05
CNTL,Centiel AG,677899848.1387999,USD,,,-12.8085867620751,-11.915265688963078,-11.3574676583595,,12.7823834196891,,,,-14.841584158415841,0,-14.841584158415841,Switzerland,,-4094504.4000000004,USD,335.1351351351352,194.06392694063928,268.84306987399776,295.09202453987734,6.44,CHF,6.153896562592706,4.156272707538836,50.265741940291356,Producer manufacturing,Electrical products,16.0771956001608,3,CH0024666528
4187,Osaka Organic Chemical Industry Ltd.,677798039.0340481,USD,12.552319702395911,,15.6280044593568,14.620064608341735,12.2348426763995,15.8857452102509,3.67298498020672,31.8440037444757,17.0606593432895,18.9918813348958,850.7034236216142,0.0195935621528899,1266.5249553141757,Japan,16.19625281647053,37609192.249,USD,20.848938826466917,9.131905298759865,67.12707182320442,28.55245683930943,4840,JPY,5104.085775168408,4509.8168712361075,45.91902462167839,Electronic technology,Electronic equipment/Instruments,7.31720486081487,,JP3187000009
9993,Radiance Holdings (Group) Company Limited,677700962.5022001,USD,,,-27.9996086147351,,-7.98506376394924,-61.5454249539612,1.03476511371411,-10.9504683711276,-18.7192808614,-48.7308237570964,-2.118048579974701,2.9657743273654598,-2.0485830189482828,China,-3.659168353764576,-72385804.6476,USD,-32.41758241758242,-25.90361445783132,-57.29166666666667,-72.23476297968398,1.23,HKD,1.1610159697800289,1.5956932751265989,58.79410759581158,Finance,Real estate development,0.239935355273934,,KYG7339A1076
301439,"Weihai Honglin Electronic Co., Ltd. Class A",677684646.40781,USD,28.94188907817528,,6.52023357609887,7.100879426117071,4.33422445017377,6.88325767488447,2.02114372074353,12.7264347321535,5.44453165817064,5.06187519844916,28.547881976881712,0.394694036846388,37.997120927996,China,-10.993080915296192,-62347992.5424,USD,2.0694259012015936,-7.947019867549671,-8.825283243887899,-45.392857142857146,15.29,CNY,15.43015202385312,15.982210302500237,53.402055341228696,Producer manufacturing,Electrical products,3.69197125166384,3,CNE100005YX6
301448,"Keystone Electrical (Zhejiang) Co., Ltd. Class A",677541994.27261,USD,,,-0.818720329159851,-2.4824322311848253,-0.636852739463471,-0.818720329159851,2.6261661496717,19.7858278988693,-2.3231459750654,-0.298674090370032,-47.878020300184986,0.000722456618124068,-10.691376641197078,China,-17.694204595210174,-18623825.220799997,USD,-10.765213898373167,2.2554660529344,47.07050645481628,64.55573163018839,44.43,CNY,40.95657441014368,41.44325066159277,58.80493497592455,Consumer durables,Tools & hardware,12.4746895695534,3,CNE1000064X8
GANESHHOU,Ganesh Housing Limited,677313650.18512,USD,24.10311080921293,,,,,,,86.4650973787884,81.3554731544924,61.8447508693243,104.27100929847866,,105.90746635254015,India,10.297253948282883,5630666.475000001,USD,-4.5041116371791645,8.562322946175644,-11.002090106827682,570.266724967206,766.45,INR,772.410569245108,768.4758421164549,44.88411935459965,Consumer durables,Homebuilding,,,INE460C01014
UEM,Utilico Emerging Markets Trust PLC GBP,677160478.28,USD,4.483776180056267,,22.4790851505965,,21.5227700239371,22.4790851505965,0.984596273291925,94.7711448999344,94.1654438165411,90.4250835180616,88.38168498126153,0.0395530989916592,88.38168498126153,United Kingdom,12.736114146493646,21571074,USD,5.2822419342408145,-1.418556701030923,14.303929107912007,35.316981132075476,286.872,GBX,286.46473280045814,277.2584641150676,49.58783271450774,Miscellaneous,Investment trusts,12.1048075986521,,GB00BD45S967
301007,"Dalian Demaishi Precision Technology Co., Ltd. Class A",677156133.18996,USD,90.62115621156211,,7.40086818194022,6.837848890007621,4.69226298141792,7.41593128944064,1.43686954141703,20.0367962909705,7.4418666155864,8.07825792691679,22.860902115279043,0.36647499206641904,50.33222981536614,China,12.184468048200877,11144579.7528,USD,-27.32429099876695,-22.974385781495034,-25.050864699898273,55.02367175170961,29.47,CNY,30.71780786813614,33.712839371189915,50.17591445944057,Producer manufacturing,Auto parts: OEM,8.70541247141324,6,CNE100004LJ5
CCSI,"Consensus Cloud Solutions, Inc.",677105880.3299081,USD,7.495537163258684,6.122618061309031,16.3109897949688,24.58995322162138,14.1441174888375,1254.7623782064,1.90045768211639,79.810749908492,42.962744784041,24.1715661603221,4.338656578491395,13.6153587066352,4.879634977474876,United States,29.79130444729136,104179000,USD,68.87568555758686,37.56515264333583,54.86169321039399,-28.942307692307686,36.95,USD,35.34700672033628,29.959188890141224,52.012647056947756,Technology services,Packaged software,2.06698812586841,8,US20848V1052
9279,GIFT HOLDINGS INC.,677024459.0794921,USD,36.484815171086986,,19.6712497876269,28.663872105869654,13.2611844961497,27.1583058430088,0.824541993426833,66.7687168495545,9.38707177916333,6.09239340990744,87.69895581074395,0.510052597619091,119.33742155560763,Japan,-3.0724146484903048,-7155185.084000001,USD,57.800891530460625,35.97951344430218,55.947136563876654,374.5308310991957,5310,JPY,4702.150618685119,4149.858659539373,65.64406936966179,Consumer non-durables,Food: specialty/candy,7.09071935580528,,JP3264860002
000665,"Hubei Broadcasting & Television Information Network Co., Ltd. Class A",676969905.57226,USD,,,-21.6749983157662,-13.643247227129084,-10.9909300451621,-29.3753937316059,0.403648554568401,-12.087353421619,-44.7444434147863,-72.138305765515,-5.964692846914475,1.07755832291622,-0.24629617610425816,China,-5.775618035325416,-12532461.1656,USD,-22.4561403508772,-20.930232558139537,-27.65957446808511,22.437673130193907,4.42,CNY,4.008019456588909,4.700608194380917,73.25790188080953,Consumer services,Cable/Satellite TV,-0.123342450908201,5,CNE0000000W6
ULKER,Ulker Biskuvi Sanayi A.S.,676904763.4819499,USD,8.79310693145316,,4.51147874743626,16.144787636441066,2.96154710960086,8.5340543655294,2.5546326642499,28.8175979466653,14.2402965182817,4.35596298672295,2.352191152847028,1.18825400014018,2.7141367371010694,Turkey,2.9681344380111776,75995439.52000001,USD,-19.621421975992615,-37.55380200860833,-25.407026563838908,335.68568568568566,87.05,TRY,98.74683805348693,110.83426812641977,30.01178661493975,Consumer non-durables,Food: specialty/candy,2.22204691121515,6,TREULKR00015
TAKAFUL,Syarikat Takaful Malaysia Keluarga Bhd.,676744376.832,USD,7.262569832402234,,15.6883475459583,3.6661194688958068,2.20720520298496,17.4452311074331,20.8259872328034,,14.0488023358199,8.63274563851338,,0.21257784433171,,Malaysia,15.889772889446178,174199734,USD,4.5016077170418045,-4.411764705882351,0.30864197530863535,-24.06542056074767,3.25,MYR,3.2456218857170067,3.29514218958662,53.82976559713671,Finance,Multi-line insurance,,,MYL6139OO009
600551,Time Publishing & Media Co. Ltd. Class A,676715562.47816,USD,11.753762895315406,,6.77679004905956,3.1088820757498596,4.69015332824247,6.7834632221417,2.6879956925306,11.6700712853746,3.06111535318382,6.1568755405871,23.18876108995694,0.0345571909530105,30.54778847660634,China,11.398458287436398,108449689.0248,USD,-14.197530864197525,-19.1860465116279,-24.043715846994537,30.955534809393402,6.95,CNY,7.039093156296361,7.788534358483474,52.248918050007305,Consumer services,Publishing: books/magazines,3.37691377622889,7,CNE000001CD4
1871,"PS Construction Co., Ltd.",676597380.944676,USD,11.08362312187424,,14.2581574960275,18.111136519551795,7.5854205166516,15.8887818216259,1.92041812094879,16.5595501104639,8.65769565508469,6.24489522661846,35.527472527472526,0.40504044803982603,38.61813186813187,Japan,-12.503180022762267,-117621448,USD,-20.5012182387748,-31.10105580693816,23.326133909287257,253.56037151702787,2284,JPY,2279.7512671318177,2367.5220875667924,53.45125981871598,Industrial services,Engineering & construction,3.14868753616576,,JP3801400007
NINV,National Investments Co. KSC Closed,676238620.9133,USD,12.350230414746544,,6.10321256119732,,5.12102847519539,8.27537964358181,6.09196697840193,98.1349277172943,66.4510083883634,53.6230590754953,8.364504352709913,0.55370488692689,8.47037349059253,Kuwait,7.223808673924682,10511843.2,USD,-11.551155115511552,-6.620209059233449,6.772908366533865,51.41242937853107,268,KWF,264.33611685505485,268.97051978934746,56.21940546074582,Finance,Investment banks/Brokers,1.90211730356801,,KW0EQ0200281
300248,"Newcapec Electronics Co., Ltd. Class A",676050036.5404,USD,74.9597423510467,,2.69015888683923,1.4505622398809124,2.18803917265679,2.76345961424548,4.22875134612773,45.3004996427374,6.05549372620015,8.04130161766433,17.860774489322523,0.0706840520770915,52.17559588467401,China,6.579553345448463,9139189.768000001,USD,-24.615384615384606,-31.392778187177598,-37.179487179487175,15.080346106304086,9.31,CNY,8.571011295563846,10.371484452083415,62.29301173259101,Electronic technology,Computer peripherals,8.86761550899075,6,CNE1000015W2
PRM,Prima Marine Public Company Ltd,676023325.53705,USD,11.536738351254481,,10.7686792456491,12.219189325814291,8.53184773173571,17.0786025347447,1.16813957057748,36.4747650840356,29.0623300755088,24.7241192280552,7.079761811922773,0.763372027048319,11.81612560020499,Thailand,14.340197920730184,39760359,USD,48.20143884892087,44.05594405594406,60.93750000000001,57.25190839694658,10.3,THB,9.283723928073334,8.144103904727748,73.04066191240793,Transportation,Marine shipping,2.07019085127187,5,TH8170010004
BUKA,PT Bukalapak.com Tbk,675950747.062528,USD,5.994320635194789,,7.77886110020751,-0.3555544655348823,7.5868004908369,7.79580763357976,42.8686434690943,6.30478768053775,-3.2069831855209,48.2648245455143,-21.039545871574425,0.00436166350064325,-10.071537682928401,Indonesia,4.743313418106985,18527468.88,USD,-25.31645569620253,-20.27027027027027,-32.18390804597701,-87.7720207253886,118,IDR,115.51791729750545,133.94035716959672,57.741377098264415,Retail trade,Internet retail,10.1772094259488,6,ID1000162001
VAMO3,"Vamos Locacao de Caminhoes, Maquinas e Equipamentos SA",675891984.1104,USD,9.735744089012517,6.5482218069818074,1.75127693123614,13.51317128123622,1.35507576808485,12.0759207099232,1.76690545062719,52.4279533096861,44.9307922286591,5.71088337984944,1.1630002959120072,6.3888198256996995,1.6297277339706084,Brazil,-15.887869302703123,-166523166,USD,-13.501538920379536,-38.079295419871215,-32.2602412021688,-82.92361433673109,2.8,BRL,3.146169371419083,3.5586636902056887,34.936598944692136,Finance,Finance/Rental/Leasing,0.916618810549338,,BRVAMOACNOR7
TMK,TMK Chemical Bhd,675879995.364,USD,26.099158091674465,,11.4186524097303,13.391300748683873,8.44994602977986,13.840052721051,2.00649766212769,20.9623716264855,10.975686194066,9.23206664501388,9.630983145779496,0.302817399385809,12.897227429851997,Malaysia,7.383222125354469,19125024,USD,106.66666666666666,112.97709923664122,165.7142857142857,59.42857142857143,2.79,MYR,2.386135861487605,1.8371127587884153,71.2187609831249,Process industries,Chemicals: specialty,3.34504798265359,,MYL5330OO005
000558,"Chengdu New Tianfu Culture Tourism Development Co., Ltd. Class A",675860913.02275,USD,,,-2.41734341888306,-1.572402814314845,-1.75079096943712,-4.1515714312017,1.8556198176989,16.32240612031,0.977460801480364,-3.88191027278133,0.11849671525712428,1.04522600657848,1.6367922741413592,China,-57.43789847670426,-43952290.0232,USD,-30.485436893203886,-31.153846153846153,-37.3029772329247,24.30555555555556,3.58,CNY,3.4817347312744187,4.193901623015003,63.391498795115446,Finance,Real estate development,2.84666644957356,2,CNE0000003V2
TRUE_B,Truecaller AB Class B,675840228.8176,USD,26.30061678734245,,21.8231907196066,28.93890407271457,15.8332073953299,22.4123658830955,3.55584568330243,39.3648660309226,33.0278031267732,20.3235025716519,66.1176716917923,0.041912158173128704,72.85751675041875,Sweden,27.088607594936708,56046193.4,USD,1.6321243523315945,36.59470752089136,-58.08760683760684,-67.30833333333334,19.615,SEK,16.066053677322458,20.216057559555406,72.13023210067993,Technology services,Packaged software,9.24478902834479,6,SE0016787071
300099,"Uroica Precision Information Engineering Co., Ltd. Class A",675834185.59146,USD,24.73979183346677,,7.65424539069452,3.2614747763588907,6.66327652071063,7.6559050555102,6.88740136732118,42.433706256963,13.0335487825415,31.8965509206028,56.33179418408476,0.0294568529449999,82.20534570671401,China,-2.5244963916954726,-2073336.0136,USD,-18.469656992084435,-25.2720677146312,-19.74025974025975,-38.629592850049654,6.18,CNY,6.506005415842837,7.387969399257268,51.960704683645766,Electronic technology,Electronic equipment/Instruments,16.6724459885045,6,CNE100000S82
POLN,Pollen Street Group Limited,675757654.767,USD,8.947256032457826,,7.20685597945704,,6.79929249662986,9.61704225711299,1.22880186524553,97.3316815171297,74.8472864154,53.9057511793015,4.769310177313578,0.34090155339740796,4.9393368957979105,United Kingdom,43.104779148997,60936550.4,USD,-11.603375527426161,-6.095931634252389,-0.05963029218843172,-13.142619331909403,838,GBX,847.6202464100452,847.9794792814633,44.90810462647476,Finance,Investment managers,1.8638852387971,,GG00BMHG0H12
1407,West Holdings Corporation,675614203.784172,USD,15.356584962275464,,6.69930355217531,10.641631988334826,4.70250534375607,20.7325688004449,1.85567671584349,34.1693121693122,18.4804232804233,11.3375661375661,8.011009174311926,2.6637667931201703,10.509174311926605,Japan,0.4380952380952381,1407393,USD,70.8893154190659,54.21478060046189,61.68280871670702,-42.86631016042781,2671,JPY,2535.960156059744,2172.4903215825025,54.15211865080409,Utilities,Alternative power generation,1.84771554215466,,JP3154750008
ROE1L,AB Artea Bankas,675363780.7299999,USD,11.307596513075966,,3.129815149452,1.8393972174497584,0.904332658130532,8.87693583527561,0.182550353012518,,34.696310452635196,28.14984553441382,,2.07459684190023,,Lithuania,15.509573333745424,58939260.82,USD,-3.609341825902327,-4.521556256572022,9.794437726723103,24.554183813443082,0.908,EUR,0.8877833436043028,0.8899820947955014,71.1095757765628,Finance,Regional banks,,,LT0000102253
4743,"Oneness Biotech Co., Ltd.",675246675.145245,USD,,,,,0.517586558299295,0.576037634046714,,-208.796606920349,-641.399086232787,-834.50988849484,-90.2152567127289,,-52.701044826423995,Taiwan,-376.12463656985847,-15005005.444999998,USD,-15.737410071942445,-19.91452991452991,-27.812018489984595,-71.00143396101682,46.85,TWD,48.562001738695514,56.46036449299922,48.96887159021711,Health technology,Pharmaceuticals: major,,,TW0004743000
POWR,PT Cikarang Listrindo Tbk,675082049.41408,USD,10.775513722616726,,6.55570633936388,10.01095244082854,5.77292998864045,9.7595729509309,7.11413431163921,23.8822261823607,19.7969470365689,13.0184024092339,4.1110394768313965,0.48847148328215606,6.429487263184609,Indonesia,16.60450232726591,90777362.265,USD,14.285714285714286,14.285714285714286,14.285714285714286,32.231404958677686,800,IDR,725.4972027782453,715.3568920825766,83.18514259602277,Utilities,Electric utilities,2.22889197978391,,ID1000137201
GSFC,Gujarat State Fertilizers & Chemicals Limited,675057585.6133599,USD,9.564892778630385,9.665868263473053,5.51315096039519,4.492310848701271,4.67881579184826,5.51347673538469,4.83228267161469,14.8147640582888,5.37563382211868,6.14663560367274,40.66275051831375,0.00217340795421658,54.61575673807879,India,0.6707779452743136,7850800.6,USD,-12.008721722540203,-8.289301744219081,-21.56081442246951,45.685920577617324,161.42,INR,161.8156614067263,171.40794719354864,52.415173340263664,Process industries,Chemicals: agricultural,,,INE026A01025
MFCB,Mega First Corp. Bhd.,674973016.132,USD,7.04534373476353,,10.2210056876648,12.709875633043755,7.74652445920166,11.5418919713836,1.22238249525745,44.1604338043964,39.4403878204541,27.2587991485081,11.311460837592676,0.27794035985967,14.338410876987412,Malaysia,37.81312824645364,132054029.99999999,USD,-14.243323442136498,-6.168831168831167,-16.714697406340058,-20.165745856353592,2.89,MYR,2.934155359909978,3.159150569477781,46.32375460355654,Utilities,Alternative power generation,2.74454632928313,7,MYL3069OO001
